~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~ Information of Currently running processess. ~~~~~
~~~~~~~~~~ Log Time: Sat Jun 28 01:48:56 2025~~~~~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
1) {'name': 'System Idle Process', 'username': 'NT AUTHORITY\\SYSTEM', 'pid': 0}
323) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27320}
324) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27376}
325) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27384}
326) {'name': 'svchost.exe', 'username': None, 'pid': 27428}
327) {'name': 'LenovoVantage-(GenericMessagingAddin).exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27448}
328) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27520}
329) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27796}
330) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27868}
331) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 27964}
332) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 28032}
333) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 28240}
334) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 28280}
335) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 28692}
336) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 28728}
337) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 28936}
338) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29364}
339) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29428}
340) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29440}
341) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29508}
342) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29512}
343) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29528}
344) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29692}
345) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29724}
346) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29748}
347) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29804}
348) {'name': 'usercontextservice.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 29936}
349) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30096}
350) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30104}
351) {'name': 'kvoop.exe', 'username': None, 'pid': 30116}
352) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30540}
353) {'name': 'RuntimeBroker.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30600}
354) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30608}
355) {'name': 'conhost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30612}
356) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30656}
357) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 30660}
358) {'name': 'svchost.exe', 'username': None, 'pid': 30716}
359) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 31028}
360) {'name': 'RuntimeBroker.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 31964}
361) {'name': 'ONENOTEM.EXE', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 32256}
362) {'name': 'backgroundTaskHost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 32272}
363) {'name': 'dllhost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 32472}
364) {'name': 'SenseTVM.exe', 'username': None, 'pid': 32556}
365) {'name': 'kvoop.exe', 'username': None, 'pid': 32664}
366) {'name': 'kvoop.exe', 'username': None, 'pid': 33540}
367) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 33948}
368) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 34084}
369) {'name': 'cmd.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 34424}
370) {'name': 'smartscreen.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 34920}
371) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 35028}
372) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 35192}
373) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 35364}
374) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 35412}
375) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 35820}
376) {'name': 'svchost.exe', 'username': None, 'pid': 36224}
377) {'name': 'RuntimeBroker.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 36328}
378) {'name': 'RuntimeBroker.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 36568}
379) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 37320}
380) {'name': 'svchost.exe', 'username': None, 'pid': 37372}
381) {'name': 'StartMenuExperienceHost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 37576}
382) {'name': 'OfficeClickToRun.exe', 'username': None, 'pid': 38060}
383) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 38068}
384) {'name': 'TextInputHost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 38372}
385) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 38540}
386) {'name': 'python.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 38648}
387) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 38968}
388) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 39016}
389) {'name': 'Dserui.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 39092}
390) {'name': 'conhost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 39344}
391) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 39528}
392) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 39768}
393) {'name': 'svchost.exe', 'username': None, 'pid': 39776}
394) {'name': 'msedge.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 40140}
395) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 40260}
396) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 40768}
397) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 41032}
398) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 41156}
399) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 41236}
400) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 41252}
401) {'name': 'RuntimeBroker.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 41360}
402) {'name': 'conhost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 41884}
403) {'name': 'RtkUWP.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 42180}
404) {'name': 'RuntimeBroker.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 42760}
405) {'name': 'svchost.exe', 'username': None, 'pid': 42836}
406) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 42888}
407) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 43052}
408) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 43084}
409) {'name': 'dllhost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 43096}
410) {'name': 'WindowsTerminal.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 43352}
411) {'name': 'svchost.exe', 'username': None, 'pid': 43716}
412) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 43736}
413) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 44000}
414) {'name': 'RdrCEF.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 44164}
415) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 44504}
416) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 44692}
417) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 44708}
418) {'name': 'spoolsv.exe', 'username': None, 'pid': 44812}
419) {'name': 'msedge.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 44928}
420) {'name': 'SenseNdr.exe', 'username': None, 'pid': 45176}
421) {'name': 'svchost.exe', 'username': None, 'pid': 45208}
422) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 45572}
423) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 45592}
424) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 45948}
425) {'name': 'AcroRd32.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 46636}
426) {'name': 'RdrCEF.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 46648}
427) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 46720}
428) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 46784}
429) {'name': 'msedgewebview2.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 46808}
430) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 47180}
431) {'name': 'kvoop.exe', 'username': None, 'pid': 47268}
432) {'name': 'Notepad.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 47276}
433) {'name': 'SearchFilterHost.exe', 'username': None, 'pid': 47388}
434) {'name': 'enterprise_companion.exe', 'username': None, 'pid': 47824}
435) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 47908}
436) {'name': 'notepad++.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48072}
437) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48112}
438) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48144}
439) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48300}
440) {'name': 'Photos.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48376}
441) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48704}
442) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 48952}
443) {'name': 'kvoop.exe', 'username': None, 'pid': 49196}
444) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 49848}
445) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 49940}
446) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 50460}
447) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 50488}
448) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 50680}
449) {'name': 'Code.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 50944}
450) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 51048}
451) {'name': 'powershell.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 51116}
452) {'name': 'OpenConsole.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 51460}
453) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 51608}
454) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 51688}
455) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 51852}
456) {'name': 'ShellExperienceHost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 52144}
457) {'name': 'SearchHost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 52200}
458) {'name': 'explorer.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 52368}
459) {'name': 'WmiPrvSE.exe', 'username': None, 'pid': 53016}
460) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 53176}
461) {'name': 'SearchProtocolHost.exe', 'username': None, 'pid': 53252}
462) {'name': 'EndPointClassifier.exe', 'username': None, 'pid': 53424}
463) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 53608}
464) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 53624}
465) {'name': 'msedge.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 53748}
466) {'name': 'powershell.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 53964}
467) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 54312}
468) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 54620}
469) {'name': 'python.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 54796}
470) {'name': 'BioIso.exe', 'username': None, 'pid': 54836}
471) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 54900}
472) {'name': 'LITSSvc.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 55036}
473) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 55072}
474) {'name': 'conhost.exe', 'username': None, 'pid': 55212}
475) {'name': 'kvoop.exe', 'username': None, 'pid': 55380}
476) {'name': 'enterprise_companion.exe', 'username': None, 'pid': 55576}
477) {'name': 'SenseIR.exe', 'username': None, 'pid': 56140}
478) {'name': 'F1EUI.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 56212}
479) {'name': 'pc-print.exe', 'username': None, 'pid': 56624}
480) {'name': 'SystemSettings.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 56820}
481) {'name': 'OneDrive.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 56964}
482) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 57036}
483) {'name': 'pc-print-deploy-client.exe', 'username': None, 'pid': 57164}
484) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 57360}
485) {'name': 'backgroundTaskHost.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 57784}
486) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 57788}
487) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 57904}
488) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 58060}
489) {'name': 'pc-print-deploy-client.exe', 'username': None, 'pid': 58260}
490) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 58392}
491) {'name': 'SearchIndexer.exe', 'username': None, 'pid': 58544}
492) {'name': 'AMDGameConfigServ.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 58568}
493) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 58988}
494) {'name': 'chrome.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 59160}
495) {'name': 'Microsoft.SharePoint.exe', 'username': 'QAMR-ACCOUNTS\\u1203282', 'pid': 59312}
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
